,accession,name,class,seq_len,is_mongrel,have_contig,complete,shotgun,chromosome
691,NC_061182,"Xoanodera maculata mitochondrion, complete genome",Insecta,15767,False,False,True,False,False
692,NC_047405,"Sarcophaga tuberosa mitochondrion, complete genome",Insecta,15173,False,False,True,False,False
693,NC_037824,"Anopheles pristinus clone SP53_100 mitochondrion, complete genome",Insecta,15405,False,False,True,False,False
694,NC_036362,"Amphigerontia montivaga mitochondrion, complete genome",Insecta,15566,False,False,True,False,False
695,NC_024394,"Athyma kasa isolate LWW1204385 mitochondrion, complete genome",Insecta,15230,False,False,True,False,False
696,NC_034137,"Patawatermes turricola mitochondrion, complete genome",Insecta,14950,False,False,True,False,False
697,NC_050324,"Triatoma mexicana mitochondrion, complete genome",Insecta,15699,False,False,True,False,False
698,NC_050569,"Lepus yarkandensis mitochondrion, complete genome",Mammalia,17011,False,False,True,False,False
699,NC_011320,"Cyphon sp. BT0012 mitochondrion, complete genome",Insecta,15919,False,False,True,False,False
700,NC_037723,"Bactrocera ritsemai isolate BR1 mitochondrion, complete genome",Insecta,15927,False,False,True,False,False
701,NC_036267,"Byturus ochraceus voucher BMNH 677381 mitochondrion, complete genome",Insecta,15143,False,False,True,False,False
702,NC_020775,"Lithidiopsis carinatus mitochondrion, complete genome",Insecta,15652,False,False,True,False,False
703,NC_014871,"Rattus sordidus mitochondrion, complete genome",Mammalia,16309,False,False,True,False,False
704,OU744275,"Omphaloscelis lunosa genome assembly, organelle: mitochondrion",Insecta,15469,False,False,False,False,False
705,NC_006158,"Schizaphis graminum mitochondrion, complete genome",Insecta,15721,False,False,True,False,False
706,NC_036343,"Parapolybia crocea mitochondrion, complete genome",Insecta,16619,False,False,True,False,False
707,NC_010302,"Trichechus manatus mitochondrion, complete genome",Mammalia,16882,False,False,True,False,False
708,NC_022842,"Panthera onca mitochondrion, complete genome",Mammalia,17049,False,False,True,False,False
709,NC_033998,"Homogryllacris anelytra mitochondrion, complete genome",Insecta,15706,False,False,True,False,False
710,NC_029499,"Acraea zetes mitochondrion, complete genome",Insecta,15228,False,False,True,False,False
711,NC_041101,"Zophobas atratus mitochondrion, complete genome",Insecta,15494,False,False,True,False,False
712,NC_012761,"Galago senegalensis mitochondrion, complete genome",Mammalia,16795,False,False,True,False,False
713,NC_052885,"Ochthebius plesiotypus voucher MNCN:AI562 mitochondrion, complete genome",Insecta,16740,False,False,True,False,False
714,NC_023083,"Apolygus lucorum mitochondrion, complete genome",Insecta,14768,False,False,True,False,False
715,CM041059,"Hyles euphorbiae isolate DD_SB_20211214 mitochondrion, complete sequence, whole genome shotgun sequence",Insecta,15322,False,True,True,True,False
716,CM022273,"Arvicanthis niloticus isolate mArvNil1 mitochondrion, complete sequence, whole genome shotgun sequence",Mammalia,16269,False,True,True,True,False
717,NC_036281,"Ips sexdentatus voucher BMNH 1047373 mitochondrion, complete genome",Insecta,18579,False,False,True,False,False
718,NC_016060,"Apodemus peninsulae mitochondrion, complete genome",Mammalia,16269,False,False,True,False,False
719,NC_044721,"Rhagovelia reitteri mitochondrion, complete genome",Insecta,15145,False,False,True,False,False
720,NC_061968,"Asiagomphus coreanus voucher CNU11150 mitochondrion, complete genome",Insecta,15694,False,False,True,False,False
721,LR822068,"Sciurus vulgaris genome assembly, organelle: mitochondrion",Mammalia,16511,False,False,False,False,False
722,NC_050854,"Mylabris calida mitochondrion, complete genome",Insecta,15149,False,False,True,False,False
723,NC_020633,"Rupicapra rupicapra mitochondrion, complete genome",Mammalia,16434,False,False,True,False,False
724,NC_018032,"Hydropotes inermis argyropus mitochondrion, complete genome",Mammalia,16356,False,False,True,False,False
725,NC_020632,"Pseudois nayaur mitochondrion, complete genome",Mammalia,16737,False,False,True,False,False
726,NC_037819,"Culex bilineatus clone RS16_12 mitochondrion, complete genome",Insecta,15599,False,False,True,False,False
727,NC_045237,"Euchorthippus unicolor mitochondrion, complete genome",Insecta,15629,False,False,True,False,False
728,NC_046591,"Minois dryas mitochondrion, complete genome",Insecta,15195,False,False,True,False,False
729,NC_035599,"Isthmomys pirrensis mitochondrion, complete genome",Mammalia,16512,False,False,True,False,False
730,NC_006817,"Aedes albopictus mitochondrion, complete genome",Insecta,16665,False,False,True,False,False
731,NC_054304,"Nasimyia megacephala mitochondrion, complete genome",Insecta,16069,False,False,True,False,False
732,NC_005033,"Hemiechinus auritus mitochondrion, complete genome",Mammalia,17283,False,False,True,False,False
733,CM002851,"Melitaea cinxia mitochondrion, complete sequence, whole genome shotgun sequence",Insecta,15171,False,True,True,True,False
734,OU824212,"Ichneumon xanthorius genome assembly, organelle: mitochondrion",Insecta,18542,False,False,False,False,False
735,NC_044790,"Pyrocoelia praetexta mitochondrion, complete genome",Insecta,17634,False,False,True,False,False
736,NC_046548,"Ruidocollaris convexipennis mitochondrion, complete genome",Insecta,16437,False,False,True,False,False
737,NC_050323,"Cataclysta lemnata isolate DM1232 mitochondrion, complete genome",Insecta,15333,False,False,True,False,False
738,NC_051939,"Cucujus kempi voucher 04_cucujid mitochondrion, complete genome",Insecta,15492,False,False,True,False,False
739,OV050035,"Clusia tigrina genome assembly, organelle: mitochondrion",Insecta,17704,False,False,False,False,False
740,NC_020619,"Tragelaphus imberbis mitochondrion, complete genome",Mammalia,16405,False,False,True,False,False
741,NC_001610,"Didelphis virginiana mitochondrion, complete genome",Mammalia,17084,False,False,True,False,False
742,NC_045897,"Indomegoura indica mitochondrion, complete genome",Insecta,15220,False,False,True,False,False
743,HG995162,"Pyrochroa serraticornis genome assembly, organelle: mitochondrion",Insecta,17813,False,False,False,False,False
744,NC_056795,"Megabeleses liriodendrovorax mitochondrion, complete genome",Insecta,16019,False,False,True,False,False
745,NC_032371,"Tamias rufus isolate DZTM.188 voucher DMNS:Mamm:11206 mitochondrion, complete genome",Mammalia,16543,False,False,True,False,False
746,NC_036317,"Myotis riparius mitochondrion, complete genome",Mammalia,17074,False,False,True,False,False
747,OU342640,"Malachius bipustulatus genome assembly, organelle: mitochondrion",Insecta,15716,False,False,False,False,False
748,NC_036330,"Tadarida teniotis mitochondrion, complete genome",Mammalia,16869,False,False,True,False,False
749,NC_041084,"Gigantometra gigas clone I mitochondrion, complete genome",Insecta,15348,False,False,True,False,False
750,NC_062661,"Reticulitermes citrinus mitochondrion, complete genome",Insecta,15907,False,False,True,False,False
751,OU342519,"Ennomos quercinarius genome assembly, organelle: mitochondrion",Insecta,15696,False,False,False,False,False
752,NC_036745,"Gonopsis affinis mitochondrion, complete genome",Insecta,16011,False,False,True,False,False
753,NC_063141,"Malcus auriculatus mitochondrion, complete genome",Insecta,15097,False,False,True,False,False
754,NC_022428,"Tonatia saurophila mitochondrion, complete genome",Mammalia,16629,False,False,True,False,False
755,NC_028442,"Mandrillus leucophaeus mitochondrion, complete genome",Mammalia,16547,False,False,True,False,False
756,NC_057643,"Mnais tenuis mitochondrion, complete genome",Insecta,15131,False,False,True,False,False
757,NC_048466,"Shoveliteratura triangula voucher St1706 mitochondrion, complete genome",Insecta,16152,False,False,True,False,False
758,NC_061326,"Gonimbrasia tyrrhea mitochondrion, complete genome",Insecta,15296,False,False,True,False,False
759,NC_013996,"Bos primigenius mitochondrion, complete genome",Mammalia,16338,False,False,True,False,False
760,NC_020144,"Urochela quadrinotata mitochondrion, complete genome",Insecta,16587,False,False,True,False,False
761,NC_053683,"Sarcophaga pingi voucher CSU19111917 mitochondrion, complete genome",Insecta,14939,False,False,True,False,False
762,CM003708,"Anopheles gambiae strain Pimperena S mitochondrion, complete sequence, whole genome shotgun sequence",Insecta,15359,False,True,True,True,False
763,CM007595,"Lycaon pictus isolate South Africa Ananku mitochondrion, complete sequence, whole genome shotgun sequence",Mammalia,16709,False,True,True,True,False
764,NC_012457,"Macroscytus gibbulus mitochondrion, complete genome",Insecta,14620,False,False,True,False,False
765,NC_061241,"Endotricha olivacealis mitochondrion, complete genome",Insecta,15239,False,False,True,False,False
766,NC_056837,"Paraglenea fortunei mitochondrion, complete genome",Insecta,15496,False,False,True,False,False
767,NC_057632,"Sinopoppia nigroflagella mitochondrion, complete genome",Insecta,15940,False,False,True,False,False
768,NC_026198,"Melipona scutellaris mitochondrion, complete genome",Insecta,14862,False,False,True,False,False
769,NC_045360,"Athalia proxima mitochondrion, complete genome",Insecta,15852,False,False,True,False,False
770,OW443382,"Orcinus orca genome assembly, organelle: mitochondrion",Mammalia,16392,False,False,False,False,False
771,NC_008755,"Trichophthalma punctata mitochondrion, complete genome",Insecta,16396,False,False,True,False,False
772,NC_050743,"Pseudodendrothrips mori mitochondrion, complete genome",Insecta,14568,False,False,True,False,False
773,NC_053876,"Dermestes lardarius mitochondrion, complete genome",Insecta,15772,False,False,True,False,False
774,NC_016018,"Spindasis takanonis mitochondrion, complete genome",Insecta,15349,False,False,True,False,False
775,NC_037195,"Hydrotaea ignava mitochondrion, complete genome",Insecta,17026,False,False,True,False,False
776,NC_042431,"Pyrrhopeplus carduelis mitochondrion, complete genome",Insecta,16762,False,False,True,False,False
777,NC_028223,"Anopheles stephensi voucher ASTEP20150811V3 mitochondrion, complete genome",Insecta,15387,False,False,True,False,False
778,NC_057249,"Pasiphila chloerata mitochondrion, complete genome",Insecta,15602,False,False,True,False,False
779,NC_062327,"Rhopalosiphum rufiabdominalis mitochondrion, complete genome",Insecta,15289,False,False,True,False,False
780,NC_028158,"Phyllomimus detersus mitochondrion, complete genome",Insecta,16007,False,False,True,False,False
781,NC_061244,"Acrobasis inouei mitochondrion, complete genome",Insecta,15239,False,False,True,False,False
782,NC_053930,"Melanotus cribricollis mitochondrion, complete genome",Insecta,15908,False,False,True,False,False
783,NC_061631,"Cissites auriculata voucher MNCN_Ent 296040 mitochondrion, complete genome",Insecta,15015,False,False,True,False,False
784,NC_019582,"Trachypithecus vetulus mitochondrion, complete genome",Mammalia,16554,False,False,True,False,False
785,NC_056800,"Heortia vitessoides voucher QMJ19034 mitochondrion, complete genome",Insecta,15237,False,False,True,False,False
786,NC_036678,"Stegobium paniceum mitochondrion, complete genome",Insecta,15271,False,False,True,False,False
787,NC_002083,"Pongo abelii mitochondrion, complete genome",Mammalia,16499,False,False,True,False,False
788,NC_049895,"Bothrogonia tongmaiana mitochondrion, complete genome",Insecta,15539,False,False,True,False,False
789,NC_042439,"Dindymus rubiginosus mitochondrion, complete genome",Insecta,16213,False,False,True,False,False
790,NC_028718,"Microcebus murinus isolate 920FAG mitochondrion, complete genome",Mammalia,17114,False,False,True,False,False
791,NC_042759,"Sarcophaga princeps mitochondrion, complete genome",Insecta,15981,False,False,True,False,False
792,NC_004029,"Odobenus rosmarus rosmarus mitochondrion, complete genome",Mammalia,16565,False,False,True,False,False
793,NC_034057,"Araujotermes parvellus mitochondrion, complete genome",Insecta,14950,False,False,True,False,False
794,NC_030257,"Creontiades dilutus mitochondrion, complete genome",Insecta,15864,False,False,True,False,False
795,NC_057638,"Biston thoracicaria mitochondrion, complete genome",Insecta,15538,False,False,True,False,False
796,NC_021400,"Psococerastis albimaculata mitochondrion, complete genome",Insecta,15589,False,False,True,False,False
797,NC_020664,"Martes pennanti isolate MP41 mitochondrion, complete genome",Mammalia,16288,False,False,True,False,False
798,NC_038142,"Trioza erytreae mitochondrion, complete genome",Insecta,16788,False,False,True,False,False
799,NC_039101,"Proechimys gularis isolate ROM105297 mitochondrion, complete genome",Mammalia,16529,False,False,True,False,False
800,OU611806,"Hydraecia micacea genome assembly, organelle: mitochondrion",Insecta,16269,False,False,False,False,False
801,NC_046484,"Aonyx capensis mitochondrion, complete genome",Mammalia,16188,False,False,True,False,False
802,NC_039860,"Moduza lysanias voucher 17LW02035 mitochondrion, complete genome",Insecta,15238,False,False,True,False,False
803,NC_034280,"Pachliopta aristolochiae mitochondrion, complete genome",Insecta,15232,False,False,True,False,False
804,NC_030035,"Reticulitermes grassei isolate RET-GRA mitochondrion, complete genome",Insecta,14910,False,False,True,False,False
805,NC_046923,"Nanonycteris veldkampii isolate T180 mitochondrion, complete genome",Mammalia,16699,False,False,True,False,False
806,NC_020679,"Antilocapra americana isolate UAM mitochondrion, complete genome",Mammalia,16352,False,False,True,False,False
807,NC_021410,"Ctenoplusia agnata mitochondrion, complete genome",Insecta,15261,False,False,True,False,False
808,NC_038167,"Isoperla eximia mitochondrion, complete genome",Insecta,16034,False,False,True,False,False
809,NC_052898,"Ochthebius lividipennis voucher IBE<ESP>:AN71 mitochondrion, complete genome",Insecta,16054,False,False,True,False,False
810,NC_014858,"Rattus lutreolus mitochondrion, complete genome",Mammalia,16295,False,False,True,False,False
811,NC_020676,"Alcelaphus buselaphus isolate SUN mitochondrion, complete genome",Mammalia,16373,False,False,True,False,False
812,NC_013066,"Mayetiola destructor mitochondrion, complete genome",Insecta,14759,False,False,True,False,False
813,NC_033382,"Typhlomys cinereus mitochondrion, complete genome",Mammalia,15011,False,False,True,False,False
814,NC_052892,"Ochthebius capicola voucher IBE<ESP>:RA854 mitochondrion, complete genome",Insecta,16114,False,False,True,False,False
815,NC_044788,"Vesta saturnalis mitochondrion, complete genome",Insecta,16932,False,False,True,False,False
816,NC_064167,"Sapajus apella macrocephalus isolate FES27 voucher IDSM03691 mitochondrion, complete genome",Mammalia,16544,False,False,True,False,False
817,NC_064179,"Saguinus midas isolate TRO671 voucher INPA:7491 mitochondrion, complete genome",Mammalia,16501,False,False,True,False,False
818,NC_021380,"Mecopoda elongata mitochondrion, complete genome",Insecta,15284,False,False,True,False,False
819,NC_033984,"Zichya baranovi mitochondrion, complete genome",Insecta,15645,False,False,True,False,False
820,NC_012053,"Stenella coeruleoalba mitochondrion, complete genome",Mammalia,16384,False,False,True,False,False
821,NC_046033,"Gynanisa maja mitochondrion, complete genome",Insecta,15275,False,False,True,False,False
822,NC_020329,"Filchnerella helanshanensis voucher Z0731 mitochondrion, complete genome",Insecta,15657,False,False,True,False,False
823,NC_057252,"Fieberiella septentrionalis mitochondrion, complete genome",Insecta,16175,False,False,True,False,False
824,OW285245,"Melolontha melolontha genome assembly, organelle: mitochondrion",Insecta,18449,False,False,False,False,False
825,NC_024933,"Chlorocebus cynosuros mitochondrion, complete genome",Mammalia,16334,False,False,True,False,False
826,NC_033986,"Metrioptera bonneti mitochondrion, complete genome",Insecta,16256,False,False,True,False,False
827,NC_057613,"Pyrops candelaria mitochondrion, complete genome",Insecta,16253,False,False,True,False,False
828,NC_020773,"Tristira magellanica mitochondrion, complete genome",Insecta,16494,False,False,True,False,False
829,NC_006926,"Balaenoptera bonaerensis mitochondrion, complete genome",Mammalia,16421,False,False,True,False,False
830,NC_037859,"Sorex gracillimus mitochondrion, complete genome",Mammalia,17002,False,False,True,False,False
831,NC_024535,"Lista haraldusalis mitochondrion, complete genome",Insecta,15213,False,False,True,False,False
832,NC_044409,"Exorista japonica mitochondrion, complete genome",Insecta,17663,False,False,True,False,False
833,NC_014702,"Ramulus irregulariterdentatus mitochondrion, complete genome",Insecta,16633,False,False,True,False,False
834,NC_059862,"Telenomus remus mitochondrion, complete genome",Insecta,16014,False,False,True,False,False
835,NC_024563,"Anourosorex squamipes mitochondrion, complete genome",Mammalia,17121,False,False,True,False,False
836,NC_002764,"Macaca sylvanus mitochondrion, complete genome",Mammalia,16586,False,False,True,False,False
837,NC_056238,"Sinopodisma qinlingensis mitochondrion, complete genome",Insecta,15843,False,False,True,False,False
838,NC_028203,"Cryptolestes ferrugineus mitochondrion, complete genome",Insecta,15511,False,False,True,False,False
839,NC_044933,"Bootherium bombifrons voucher ACAD1290 mitochondrion, complete genome",Mammalia,16426,False,False,True,False,False
840,HG995267,"Mimas tiliae genome assembly, organelle: mitochondrion",Insecta,15220,False,False,False,False,False
841,NC_008145,"Distoechurus pennatus mitochondrion, complete genome",Mammalia,16775,False,False,True,False,False
842,NC_035615,"Neotomodon alstoni mitochondrion, complete genome",Mammalia,16776,False,False,True,False,False
843,NC_030013,"Coptotermes frenchi isolate COP-FRE mitochondrion, complete genome",Insecta,14912,False,False,True,False,False
844,NC_033991,"Ruspolia lineosa mitochondrion, complete genome",Insecta,16110,False,False,True,False,False
845,NC_024855,"Musca domestica mitochondrion, complete genome",Insecta,16108,False,False,True,False,False
846,NC_026723,"Urocyon cinereoargenteus isolate 01PANT-20090525 mitochondrion, complete genome",Mammalia,16469,False,False,True,False,False
847,CM028613,"Drosophila yakuba strain NY73PB mitochondrion, complete sequence, whole genome shotgun sequence",Insecta,16033,False,True,True,True,False
848,NC_037132,"Chrotopterus auritus mitochondrion, complete genome",Mammalia,16707,False,False,True,False,False
849,NC_034102,"Atlantitermes snyderi mitochondrion, complete genome",Insecta,14950,False,False,True,False,False
850,NC_046925,"Plerotes anchietae voucher MNHN-ZM-2011-860 mitochondrion, complete genome",Mammalia,16799,False,False,True,False,False
851,JMCE01002948,"Drosophila simulans strain M252 mtDNA mitochondrial, whole genome shotgun sequence",Insecta,17523,False,False,False,True,False
852,NC_030265,"Mantis religiosa mitochondrion, complete genome",Insecta,15534,False,False,True,False,False
853,NC_024028,"Leptomantella albella mitochondrion, complete genome",Insecta,15534,False,False,True,False,False
854,NC_018125,"Coptotermes lacteus mitochondrion, complete genome",Insecta,16326,False,False,True,False,False
855,NC_027948,"Jankowskia athleta mitochondrion, complete genome",Insecta,15534,False,False,True,False,False
856,NC_060412,"Scaphidium formosanum mitochondrion, complete sequence",Insecta,17455,False,False,True,False,False
857,NC_046686,"Rattus andamanensis mitochondrion, complete genome",Mammalia,16304,False,False,True,False,False
858,NC_018129,"Drepanotermes sp. SLC-2012 mitochondrion, complete genome",Insecta,16542,False,False,True,False,False
859,NC_060697,"Myotis aurascens mitochondrion, complete genome",Mammalia,16771,False,False,True,False,False
860,CM009487,"Achalarus lyciades mitochondrion, complete sequence, whole genome shotgun sequence",Insecta,15612,False,True,True,True,False
861,NC_061658,"Zeugodacus scutellaris mitochondrion, complete genome",Insecta,15931,False,False,True,False,False
862,NC_039696,"Adelpha iphiclus voucher 17LW02008 mitochondrion, complete genome",Insecta,15263,False,False,True,False,False
863,NC_029329,"Crocidura lasiura mitochondrion, complete genome",Mammalia,17364,False,False,True,False,False
864,NC_054314,"Culex australicus isolate W03 mitochondrion, complete genome",Insecta,15582,False,False,True,False,False
865,NC_021427,"Erynnis montanus mitochondrion, complete genome",Insecta,15530,False,False,True,False,False
866,NC_050912,"Lethe satyrina mitochondrion, complete genome",Insecta,15271,False,False,True,False,False
867,NC_059757,"Eophileurus chinensis voucher 20LW12003 mitochondrion, complete genome",Insecta,16624,False,False,True,False,False
868,NC_054160,"Ellobius talpinus voucher 1924 mitochondrion, complete genome",Mammalia,16367,False,False,True,False,False
869,NC_037806,"Anopheles arthuri clone MG07_20_2 mitochondrion, complete genome",Insecta,15387,False,False,True,False,False
870,NC_044120,"Ochotona dauurica mitochondrion, complete genome",Mammalia,17293,False,False,True,False,False
871,NC_037234,"Creobroter jiangxiensis mitochondrion, complete genome",Insecta,15801,False,False,True,False,False
872,NC_037875,"Trogonoptera brookiana mitochondrion, complete genome",Insecta,15005,False,False,True,False,False
873,NC_022697,"Junonia orithya mitochondrion, complete genome",Insecta,15214,False,False,True,False,False
874,NC_020780,"Sphinx morio mitochondrion, complete genome",Insecta,15299,False,False,True,False,False
875,NC_020031,"Callitettix versicolor mitochondrion, complete genome",Insecta,15374,False,False,True,False,False
876,NC_020143,"Sirthenea flavipes mitochondrion, complete genome",Insecta,15961,False,False,True,False,False
877,NC_019589,"Peponocephala electra mitochondrion, complete genome",Mammalia,16388,False,False,True,False,False
878,NC_007632,"Echymipera rufescens australis mitochondrion, complete genome",Mammalia,16642,False,False,True,False,False
879,NC_053728,"Reticulitermes ovatilabrum mitochondrion, complete genome",Insecta,15913,False,False,True,False,False
880,NC_036765,"Neoris haraldi mitochondrion, complete genome",Insecta,15383,False,False,True,False,False
881,NC_053269,"Rhinolophus affinis mitochondrion, complete genome",Mammalia,16886,False,False,True,False,False
882,NC_050282,"Serratella zapekinae mitochondrion, complete genome",Insecta,15703,False,False,True,False,False
883,NC_025568,"Myotis davidii mitochondrion, complete genome",Mammalia,17531,False,False,True,False,False
884,NC_035426,"Lagenorhynchus obliquidens voucher CRI007319 mitochondrion, complete genome",Mammalia,16392,False,False,True,False,False
885,NC_023532,"Sarcophaga peregrina mitochondrion, complete genome",Insecta,14922,False,False,True,False,False
886,NC_053971,"Chrotogale owstoni mitochondrion, complete genome",Mammalia,16852,False,False,True,False,False
887,NC_057261,"Pygoluciola qingyu mitochondrion, complete genome",Insecta,17332,False,False,True,False,False
888,NC_020615,"Bubalus depressicornis mitochondrion, complete genome",Mammalia,16357,False,False,True,False,False
889,NC_037798,"Anopheles sawyeri clone CE17_14_100 mitochondrion, complete genome",Insecta,15417,False,False,True,False,False
890,NC_034078,"Macrotermes annandalei mitochondrion, complete genome",Insecta,14950,False,False,True,False,False
891,NC_044652,"Paratrichobius longicrus mitochondrion, complete genome",Insecta,16296,False,False,True,False,False
892,NC_044762,"Eurydema dominulus mitochondrion, complete genome",Insecta,16752,False,False,True,False,False
893,NC_030018,"Coptotermes remotus isolate NG78 mitochondrion, complete genome",Insecta,14742,False,False,True,False,False
894,NC_029205,"Gonista bicolor mitochondrion, complete genome",Insecta,15618,False,False,True,False,False
895,NC_042823,"Phodopus sungorus voucher XWZ24 mitochondrion, complete genome",Mammalia,16346,False,False,True,False,False
896,NC_060406,"Cochylidia moguntiana mitochondrion, complete sequence",Insecta,15433,False,False,True,False,False
897,NC_034118,"Inquilinitermes inquilinus mitochondrion, complete genome",Insecta,14950,False,False,True,False,False
898,OW285230,"Xylocampa areola genome assembly, organelle: mitochondrion",Insecta,15511,False,False,False,False,False
899,NC_016419,"Fabriciana nerippe mitochondrion, complete genome",Insecta,15140,False,False,True,False,False
900,NC_039709,"Apis andreniformis mitochondrial DNA, complete genome",Insecta,16694,False,False,True,False,False
901,NC_036262,"Hylastes brunneus voucher BMNH 1046727 mitochondrion, complete genome",Insecta,15774,False,False,True,False,False
902,NC_060989,"Tetrapedia diversipes mitochondrion, complete genome",Insecta,15358,False,False,True,False,False
903,NC_061248,"Botyodes principalis mitochondrion, complete genome",Insecta,15262,False,False,True,False,False
904,CM027276,"Procyon lotor mitochondrion, complete sequence, whole genome shotgun sequence",Mammalia,16557,False,True,True,True,False
905,NC_056115,"Diplonevra funebris mitochondrion, complete genome",Insecta,15314,False,False,True,False,False
906,NC_060432,"Polyura narcaeus mitochondrion, complete sequence",Insecta,15319,False,False,True,False,False
907,OU426992,"Chrysotoxum bicinctum genome assembly, organelle: mitochondrion",Insecta,19366,False,False,False,False,False
908,OW121746,"Stomorhina lunata genome assembly, organelle: mitochondrion",Insecta,16491,False,False,False,False,False
909,NC_021949,"Galago moholi mitochondrion, complete genome",Mammalia,16650,False,False,True,False,False
910,NC_060872,"Cataglyphis aenescens mitochondrion, complete genome",Insecta,17197,False,False,True,False,False
911,NC_062090,"Tiracola plagiata mitochondrion, complete genome",Insecta,15377,False,False,True,False,False
912,NC_034737,"Lepilemur scottorum isolate MAS6.12 mitochondrion, complete genome",Mammalia,17038,False,False,True,False,False
913,NC_034032,"Patawatermes nigripunctatus mitochondrion, complete genome",Insecta,14950,False,False,True,False,False
914,NC_018057,"Rhinopithecus brelichi mitochondrion, complete genome",Mammalia,16553,False,False,True,False,False
915,CM003244,"Homo sapiens isolate CHM13 mitochondrion, complete sequence, whole genome shotgun sequence",Mammalia,16569,False,True,True,True,False
916,NC_061569,"Kerivoula minuta voucher MZF1976 mitochondrion, complete genome",Mammalia,16699,False,False,True,False,False
917,NC_025559,"Neomys fodiens mitochondrion, complete genome",Mammalia,17260,False,False,True,False,False
918,NC_039549,"Proechimys poliopus voucher MCZ:58353 mitochondrion, complete genome",Mammalia,16642,False,False,True,False,False
919,NC_051496,"Ricania shantungensis mitochondrion, complete genome",Insecta,15789,False,False,True,False,False
920,NC_021396,"Adoxophyes orana mitochondrion, complete genome",Insecta,15343,False,False,True,False,False
921,NC_046481,"Hippodamia variegata mitochondrion, complete genome",Insecta,17823,False,False,True,False,False
922,NC_035497,"Ceratitis fasciventris mitochondrion, complete genome",Insecta,16017,False,False,True,False,False
923,NC_042440,"Antilochus russus mitochondrion, complete genome",Insecta,15924,False,False,True,False,False
924,NC_062435,"Stenamma expolitum mitochondrion, complete genome",Insecta,18127,False,False,True,False,False
925,NC_039659,"Triaenodes tardus voucher JBWM0361497 mitochondrion, complete genome",Insecta,14963,False,False,True,False,False
926,NC_027256,"Asbolus verrucosus mitochondrion, complete genome",Insecta,15828,False,False,True,False,False
927,NC_026840,"Eutelia adulatricoides mitochondrion, complete genome",Insecta,15360,False,False,True,False,False
928,NC_050022,"Microsciurus similis voucher AMNH32497 mitochondrion, complete genome",Mammalia,16520,False,False,True,False,False
929,OU823273,"Dryobotodes eremita genome assembly, organelle: mitochondrion",Insecta,15454,False,False,False,False,False
930,NC_006279,"Bemisia tabaci mitochondrion, complete genome",Insecta,15322,False,False,True,False,False
931,NC_036276,"Tetratoma fungorum voucher BMNH 833898 mitochondrion, complete genome",Insecta,15089,False,False,True,False,False
932,NC_036047,"Hospitalitermes medioflavus mitochondrion, complete genome",Insecta,14950,False,False,True,False,False
933,NC_053804,"Lamottemys okuensis voucher MNHN-ZM-2011-957 mitochondrion, complete genome",Mammalia,16243,False,False,True,False,False
934,NC_045124,"Dorcus tenuihirsutus mitochondrion, complete genome",Insecta,18505,False,False,True,False,False
935,NC_047465,"Mitjaevia protuberanta mitochondrion, complete genome",Insecta,15472,False,False,True,False,False
936,NC_029150,"Phlaeoba tenebrosa mitochondrion, complete genome",Insecta,15648,False,False,True,False,False
937,NC_045068,"Cyclommatus strigiceps vitalisi mitochondrion, complete genome",Insecta,17853,False,False,True,False,False
938,NC_053959,"Fossa fossana mitochondrion, complete genome",Mammalia,16766,False,False,True,False,False
939,NC_053975,"Poecilogale albinucha mitochondrion, complete genome",Mammalia,16518,False,False,True,False,False
940,NC_030030,"Heterotermes platycephalus isolate 3.15.6AUS mitochondrion, complete genome",Insecta,14919,False,False,True,False,False
941,NC_029246,"Hydropsyche pellucidula voucher BMNH 1425186 mitochondrion, complete genome",Insecta,25004,False,False,True,False,False
942,NC_054324,"Toxorhynchites speciosus isolate MI431 mitochondrion, complete genome",Insecta,16109,False,False,True,False,False
943,NC_062111,"Peridea elzet mitochondrion, complete genome",Insecta,15210,False,False,True,False,False
944,NC_020326,"Rhinolophus ferrumequinum quelpartis mitochondrion, complete genome",Mammalia,16870,False,False,True,False,False
945,NC_015342,"Megacopta cribraria mitochondrion, complete genome",Insecta,15647,False,False,True,False,False
946,NC_015241,"Microtus fortis fortis mitochondrion, complete genome",Mammalia,16310,False,False,True,False,False
947,NC_015988,"Argynnis hyperbius mitochondrion, complete genome",Insecta,15156,False,False,True,False,False
948,NC_036285,"Trypophloeus asperatus voucher BMNH 1046450 mitochondrion, complete genome",Insecta,17039,False,False,True,False,False
949,NC_049122,"Apodemus sylvaticus voucher VN1729 mitochondrion, complete genome",Mammalia,16308,False,False,True,False,False
950,NC_034723,"Lepilemur petteri isolate BEZ7.20 mitochondrion, complete genome",Mammalia,16789,False,False,True,False,False
951,NC_023536,"Sus verrucosus mitochondrion, complete genome",Mammalia,16479,False,False,True,False,False
952,NC_038111,"Lanthanaphalara mira mitochondrion, complete genome",Insecta,15349,False,False,True,False,False
953,NC_056799,"Dausara latiterminalis voucher QMJ19012 mitochondrion, complete genome",Insecta,15147,False,False,True,False,False
954,NC_028568,"Dasypus sabanicola voucher USNM_372834 mitochondrion, complete genome",Mammalia,16936,False,False,True,False,False
955,NC_024264,"Peirates arcuatus mitochondrion, complete genome",Insecta,16176,False,False,True,False,False
956,NC_044706,"Maurya qinlingensis mitochondrion, complete genome",Insecta,16011,False,False,True,False,False
